Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
Tide,1.5,2025-09-21,United Kingdom,London,Financial Services,TPG,2025,10,2015,10,0.4054651081081644,1,0,2,1,0,1,False,True,False,False,False,True,False,False,False,False,True
Plata,1.5,2025-03-12,Mexico,Mexico City,Financial Services,Coatue,2025,6,2019,6,0.4054651081081644,0,0,3,1,0,1,False,True,False,False,False,True,False,False,False,False,True
Altruist,1.9,2024-04-16,United States,Culver City,Financial Services,"Venrock, Endeavor, Adams Street Partners",2024,6,2018,7,0.6418538861723947,0,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
ASAPP,1.6,2021-05-19,United States,New York,Enterprise Tech,"March Capital Partners, HOF Capital, Emergence Capital Partners",2021,7,2014,11,0.47000362924573563,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
SmartHR,1.6,2021-06-08,Japan,Tokyo,Enterprise Tech,"BEENEXT, World Innovation Lab, Light Street Capital",2021,8,2013,12,0.47000362924573563,0,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Mercury,3.5,2021-07-03,United States,San Francisco,Financial Services,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2021,2,2019,6,1.252762968495368,1,1,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
HomeLight,1.7,2021-09-02,United States,San Francisco,Financial Services,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2021,9,2012,13,0.5306282510621704,1,1,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
ezCater,1.6,2019-04-02,United States,Boston,Consumer & Retail,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2019,12,2007,18,0.47000362924573563,1,0,1,3,0,1,False,False,False,False,False,False,False,False,False,False,True
Wayflyer,1.6,2022-02-01,Ireland,Dublin,Financial Services,"QED Investors, DST Global, Left Lane Capital",2022,3,2019,6,0.47000362924573563,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Capitolis,1.6,2022-03-22,United States,New York,Financial Services,"Sequoia Capital, Index Ventures, S Capital",2022,6,2016,9,0.47000362924573563,1,0,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Magic Eden,1.6,2022-06-21,United States,San Francisco,Media & Entertainment,"Sequoia Capital, Lightspeed Venture Partners, Paradigm",2022,1,2021,4,0.47000362924573563,1,1,1,3,1,1,False,False,False,False,False,False,True,False,False,False,True
Pave,1.6,2022-06-28,United States,San Francisco,Enterprise Tech,"Y Combinator, Andreessen Horowitz, Bessemer Venture Partners",2022,3,2019,6,0.47000362924573563,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Promasidor Holdings,1.59,2016-11-08,South Africa,Bryanston,Consumer & Retail,"IFC, Ajinomoto",2016,37,1979,46,0.4637340162321402,0,0,3,2,0,1,False,False,False,False,False,False,False,True,False,False,True
GalaxySpace,1.58,2020-11-17,China,Beijing,Industrials,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2020,4,2016,9,0.4574248470388755,1,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Fresh Life Style Supply Chain Management,1.57,2022-03-11,China,Chengdu,Consumer & Retail,"Guiyang Venture Capital, Longfor Capital, CAOGENZHIBEN GROUP",2022,6,2016,9,0.45107561936021673,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Alloy,1.55,2021-09-30,United States,New York,Financial Services,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2021,6,2015,10,0.4382549309311553,1,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Huntress,1.55,2024-06-18,United States,Ellicott City,Enterprise Tech,"ForgePoint Capital, Sapphire Ventures, Gula Tech Adventures",2024,9,2015,10,0.4382549309311553,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Iluvatar CoreX,1.55,2021-03-01,China,Shanghai,Enterprise Tech,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",2021,6,2015,10,0.4382549309311553,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Wenheyou,1.55,2021-04-17,China,Hunan,Consumer & Retail,"Sequoia Capital China, Warburg Pincus, IDG Capital",2021,8,2013,12,0.4382549309311553,0,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Kitopi,1.55,2021-07-01,United Arab Emirates,Dubai,Consumer & Retail,"CE-Ventures, BECO Capital, Nordstar",2021,3,2018,7,0.4382549309311553,0,0,3,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Ximalaya FM,1.52,2017-09-22,China,Shanghai,Media & Entertainment,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",2017,5,2012,13,0.41871033485818504,0,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Carzone,1.52,2019-03-01,China,Jiangsu,Industrials,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",2019,21,1998,27,0.41871033485818504,0,0,1,3,0,0,False,False,False,True,False,False,False,True,False,False,True
Pump,1.5,2025-03-30,Ireland,Limerick,Enterprise Tech,6MV,2025,4,2021,4,0.4054651081081644,0,0,3,1,0,1,True,False,False,False,False,False,True,False,False,False,True
Anaconda,1.5,2025-07-31,United States,Austin,Enterprise Tech,"General Catalyst, Silicon Valley Bank, Morningside Venture Partners",2025,13,2012,13,0.4054651081081644,0,0,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Fal,1.5,2025-07-31,United States,San Fransisco,Enterprise Tech,"Andreessen Horowitz, Notable Capital, Meritech Capital Partners",2025,4,2021,4,0.4054651081081644,0,0,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Skild AI,1.5,2024-07-09,United States,Pittsburgh,Industrials,"CRV, General Catalyst, Menlo Ventures",2024,1,2023,2,0.4054651081081644,0,0,1,3,1,0,False,False,False,True,False,False,True,False,False,False,True
You.com,1.5,2025-09-03,United States,Palo Alto,Enterprise Tech,"Day One Ventures, Salesforce Ventures, Radical Ventures",2025,5,2020,5,0.4054651081081644,1,1,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Sigma Computing,1.5,2024-05-16,United States,San Francisco,Enterprise Tech,"Sutter Hill Ventures, Snowflake Ventures, NewView Capital",2024,10,2014,11,0.4054651081081644,1,1,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
OpenWeb,1.5,2021-11-09,United States,New York,Media & Entertainment,"Insight Partners, AltaIR Capital, Norma Investments",2021,9,2012,13,0.4054651081081644,1,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
SpreeAI,1.5,2025-05-06,United States,Incline Village,Consumer & Retail,,2025,3,2022,3,0.4054651081081644,0,0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,True
Mu Sigma,1.5,2013-02-07,United States,Northbrook,Enterprise Tech,"Sequoia Capital, General Atlantic",2013,9,2004,21,0.4054651081081644,0,0,1,2,1,1,True,False,False,False,False,False,False,False,False,False,True
Kushki,1.5,2022-06-07,Ecuador,Quito,Financial Services,"Clocktower Technology Ventures, DILA Capital, Kaszek Ventures",2022,5,2017,8,0.4054651081081644,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Jasper,1.5,2022-10-17,United States,Austin,Enterprise Tech,"Foundation Capital, Institutional Venture Partners, Founders Capital",2022,1,2021,4,0.4054651081081644,0,0,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Orna Therapeutics,1.5,2022-08-16,United States,Cambridge,Healthcare & Life Sciences,"MPM Capital, Astellas Venture Management, F2 Ventures",2022,4,2018,7,0.4054651081081644,0,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
TuJia,1.5,2015-06-17,China,Beijing,Consumer & Retail,"GGV Capital, QiMing Venture Partnersl",2015,4,2011,14,0.4054651081081644,1,0,1,2,0,1,False,False,False,False,True,False,False,False,False,False,True
Mofang Living,1.5,2016-04-13,China,Shanghai,Consumer & Retail,"Warburg Pincus, Aviation Industry Corporation of China",2016,7,2009,16,0.4054651081081644,0,0,1,2,0,1,False,False,False,False,False,False,False,False,False,False,True
DT Dream,1.5,2017-06-08,China,Hangzhou,Enterprise Tech,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2017,2,2015,10,0.4054651081081644,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Changingedu,1.5,2017-10-30,China,Shanghai,Consumer & Retail,"Trustbridge Partners, IDG Capital, Sequoia Capital China",2017,3,2014,11,0.4054651081081644,0,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
XiaoZhu,1.5,2017-11-01,China,Beijing,Consumer & Retail,"Morningside Ventures, Capital Today, JOY Capital",2017,5,2012,13,0.4054651081081644,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
JOLLY Information Technology,1.5,2018-05-29,China,Hangzhou,Consumer & Retail,"Legend Capital, CDH Investments, Sequoia Capital China",2018,10,2008,17,0.4054651081081644,0,0,1,3,1,1,False,False,False,False,False,False,False,False,False,False,True
Yijiupi,1.5,2018-09-20,China,Beijing,Consumer & Retail,"Source Code Capital, Meituan Dianping, Tencent Holdings",2018,4,2014,11,0.4054651081081644,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Cambridge Mobile Telematics,1.5,2018-12-19,United States,Cambridge,Insurance,SoftBank Group,2018,8,2010,15,0.4054651081081644,0,0,1,1,1,1,False,True,False,False,True,False,False,False,False,False,True
Collective Health,1.5,2019-06-17,United States,San Francisco,Healthcare & Life Sciences,"New Enterprise Associates, Founders Fund, Google Ventures",2019,6,2013,12,0.4054651081081644,1,1,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Zenoti,1.5,2020-12-15,United States,Bellevue,Consumer & Retail,"Norwest Venture Partners, Accel, Tiger Global Management",2020,10,2010,15,0.4054651081081644,0,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Uplight,1.5,2021-03-03,United States,Boulder,Industrials,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2021,2,2019,6,0.4054651081081644,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Snapdocs,1.5,2021-05-25,United States,San Francisco,Financial Services,"Sequoia Capital, Y Combinator, F-Prime Capital",2021,9,2012,13,0.4054651081081644,1,1,1,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Chipper Cash,2.0,2021-05-31,United States,San Francisco,Financial Services,"Deciens Capital, Bezos Expeditions, 500 Startups",2021,4,2017,8,0.6931471805599453,1,1,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Ledger,1.47,2021-06-10,France,Paris,Financial Services,"Digital Currency Group, Draper Esprit, Korelya Capital",2021,7,2014,11,0.3852624007906449,0,0,2,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Next Silicon,1.5,2021-06-14,Israel,Tel Aviv,Enterprise Tech,"Amiti Ventures, Playground Global, Aleph",2021,3,2018,7,0.4054651081081644,1,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
YQNlink,1.5,2021-06-29,China,Shanghai,Industrials,"Source Code Capital, Coatue Management, DCM Ventures",2021,6,2015,10,0.4054651081081644,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
impact.com,1.5,2021-07-13,United States,Santa Barbara,Enterprise Tech,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2021,13,2008,17,0.4054651081081644,0,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
NotCo,1.5,2021-07-26,Chile,Santiago,Consumer & Retail,"Kaszek Ventures, SOSV, Tiger Global Management",2021,6,2015,10,0.4054651081081644,0,0,3,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Culture Amp,1.5,2021-07-29,Australia,Richmond,Enterprise Tech,"Felicis Ventures, Index Ventures, Blackbird Ventures",2021,10,2011,14,0.4054651081081644,0,0,3,3,0,1,True,False,False,False,True,False,False,False,False,False,True
TaxBit,1.5,2021-08-04,United States,Draper,Financial Services,"Insight Partners, Coinbase Ventures, PayPal Ventures",2021,3,2018,7,0.4054651081081644,0,0,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Pacaso,1.5,2021-03-24,United States,Cincinnati,Financial Services,"Global Founders Capital, Shea Ventures, Greycroft",2021,1,2020,5,0.4054651081081644,0,0,1,3,0,1,False,True,False,False,False,False,True,False,False,False,True
1047 Games,1.5,2021-09-14,United States,Zephyr Cove,Media & Entertainment,"VGames, Lakestar, Galaxy Interactive",2021,4,2017,8,0.4054651081081644,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Matillion,1.5,2021-09-15,United Kingdom,Altrincham,Enterprise Tech,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2021,10,2011,14,0.4054651081081644,0,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Persona,1.5,2021-09-15,United States,San Francisco,Enterprise Tech,"Coatue Management, Index Ventures, Founders Fund",2021,3,2018,7,0.4054651081081644,1,1,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Ascend Money,1.5,2021-09-27,Thailand,Bangkok,Financial Services,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2021,8,2013,12,0.4054651081081644,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Andela,1.5,2021-09-29,United States,New York,Enterprise Tech,"Spark Capital, Google Ventures, CRE Venture Capital",2021,7,2014,11,0.4054651081081644,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Built,1.5,2021-09-30,United States,Nashville,Financial Services,"Nyca Partners, Index Ventures, Technology Crossover Ventures",2021,6,2015,10,0.4054651081081644,0,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
CoinList,1.5,2021-10-15,United States,San Francisco,Financial Services,"Accomplice, Polychain Capital, GoldenTree Asset Management",2021,4,2017,8,0.4054651081081644,1,1,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Lusha,1.5,2021-11-10,United States,New York,Enterprise Tech,"PSG, ION Crossover Partners",2021,5,2016,9,0.4054651081081644,1,0,1,2,0,1,True,False,False,False,False,True,False,False,False,False,True
Olist,1.5,2021-12-15,Brazil,Curitiba,Consumer & Retail,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2021,6,2015,10,0.4054651081081644,0,0,3,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Airbyte,1.5,2021-12-17,United States,San Francisco,Enterprise Tech,"Accel, Benchmark, SV Angel",2021,1,2020,5,0.4054651081081644,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
StoreDot,1.5,2022-01-04,Israel,Herzliya,Industrials,"Samsung Ventures, SingulariTeam, BP Ventures",2022,10,2012,13,0.4054651081081644,0,0,2,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Spendesk,1.5,2022-01-18,France,Paris,Enterprise Tech,"Index Ventures, Eight Roads Ventures, General Atlantic",2022,7,2015,10,0.4054651081081644,0,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Veriff,1.5,2022-01-26,Estonia,Tallinn,Enterprise Tech,"Accel, Institutional Venture Partners, Tiger Global Management",2022,7,2015,10,0.4054651081081644,0,0,3,3,1,1,True,False,False,False,False,True,False,False,False,False,True
ElasticRun,1.5,2022-02-07,India,Pune,Industrials,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2022,6,2016,9,0.4054651081081644,0,0,2,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Veho,1.5,2021-12-21,United States,Boulder,Consumer & Retail,"General Catalyst, Origin Ventures, Fontinalis Partners",2021,5,2016,9,0.4054651081081644,0,0,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Temporal,1.72,2022-02-16,United States,Bellevue,Enterprise Tech,"Amplify Partners, Addition, Madrona Venture Group",2022,3,2019,6,0.5423242908253617,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Fabric,1.5,2022-02-24,United States,Bellevue,Consumer & Retail,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",2022,5,2017,8,0.4054651081081644,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Boba,1.5,2022-04-05,United States,San Francisco,Enterprise Tech,"DeFi Technologies, Hypersphere Ventures, M13",2022,1,2021,4,0.4054651081081644,1,1,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Upside,1.5,2022-04-26,United States,DC,Consumer & Retail,"Bessemer Venture Partners, Builders VC, General Catalyst",2022,7,2015,10,0.4054651081081644,0,0,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Mashgin,1.5,2022-05-09,United States,Palo Alto,Consumer & Retail,"New Enterprise Associates, Matrix Partmers, Susa Ventures",2022,9,2013,12,0.4054651081081644,1,1,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Dock,1.5,2022-05-12,Brazil,Sao Paulo,Financial Services,"Viking Global Investors, Riverwood Capital, Lightrock",2022,4,2018,7,0.4054651081081644,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Prometheus,1.5,2021-09-23,United States,Santa Cruz,Industrials,"BMW i Ventures, Metaplanet, Maersk Growth",2021,9,2012,13,0.4054651081081644,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
5ire,1.5,2022-07-15,United Kingdom,London,Enterprise Tech,"Global Emerging Markets, Sram & Mram Group, Marshland Capital",2022,1,2021,4,0.4054651081081644,1,0,2,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Yipin Shengxian,1.49,2019-03-11,China,Hefei,Consumer & Retail,"Eastern Bell Capital, Capital Today, Longzhu Capital",2019,2,2017,8,0.3987761199573678,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Agibank,1.49,2024-12-24,Brazil,Campinas,Financial Services,,2024,25,1999,26,0.3987761199573678,0,0,3,0,0,1,False,True,False,False,False,False,False,True,False,False,True
Bordrin Motors,1.48,2019-06-03,China,Shanghai,Industrials,"China Grand Prosperity Investment, CSC Group",2019,3,2016,9,0.3920420877760237,0,0,1,2,0,0,False,False,False,True,False,True,False,False,False,False,True
Arcadia,1.48,2022-05-10,United States,DC,Enterprise Tech,"BoxGroup, Energy Impact Partners, Camber Creek",2022,20,2002,23,0.3920420877760237,0,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
VTS,1.47,2019-05-07,United States,New York,Financial Services,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",2019,7,2012,13,0.3852624007906449,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Shukun Technology,1.46,2021-08-16,China,Beijing,Healthcare & Life Sciences,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",2021,4,2017,8,0.37843643572024505,1,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Huasun,1.46,2023-01-19,China,Xuancheng,Industrials,"Hongtai Capital Holdings, Jintou Zhiyuan",2023,3,2020,5,0.37843643572024505,0,0,1,2,0,0,False,False,False,True,False,False,True,False,False,False,True
Loft,1.46,2020-01-03,Brazil,Sao Paulo,Financial Services,"Monashees+, Andreessen Horowitz, QED Investors",2020,2,2018,7,0.37843643572024505,0,0,3,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Tailscale,1.45,2025-04-08,Canada,Toronto,Enterprise Tech,Accel,2025,6,2019,6,0.371563556432483,0,0,2,1,1,1,True,False,False,False,False,True,False,False,False,False,True
Coocaa,1.45,2018-03-16,China,Shenzhen,Media & Entertainment,"Baidu, Tencent Holdings",2018,12,2006,19,0.371563556432483,1,0,1,2,0,1,False,False,False,False,False,False,False,False,False,False,True
Placer.ai,1.45,2022-01-12,United States,Los Altos,Consumer & Retail,"Fifth Wall Ventures, JBV Capital, Array Ventures",2022,6,2016,9,0.371563556432483,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Juma Peisong,1.45,2018-11-26,China,Chengdu,Industrials,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",2018,7,2011,14,0.371563556432483,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Ouyeel,1.45,2019-06-27,China,Shanghai,Industrials,Taigang Venture Capital,2019,4,2015,10,0.371563556432483,0,0,1,1,0,0,False,False,False,True,False,True,False,False,False,False,True
Gymshark,1.45,2020-08-14,United Kingdom,Solihull,Consumer & Retail,General Atlantic,2020,8,2012,13,0.371563556432483,0,0,2,1,0,1,False,False,False,False,True,False,False,False,False,False,True
M1,1.45,2021-07-14,United States,Chicago,Financial Services,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2021,5,2016,9,0.371563556432483,0,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Aleo,1.45,2022-02-07,United States,San Francisco,Enterprise Tech,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2022,3,2019,6,0.371563556432483,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Einride,1.44,2021-12-31,Sweden,Stockholm,Industrials,"Temasek, BUILD Capital Partners, Northzone Ventures",2021,5,2016,9,0.36464311358790924,0,0,2,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Justworks,1.43,2020-01-28,United States,New York,Enterprise Tech,"Index Ventures, Thrive Capital, Bain Capital Ventures",2020,8,2012,13,0.3576744442718159,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Valgen Medtech,1.43,2021-05-06,China,Hangzhou,Healthcare & Life Sciences,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",2021,6,2015,10,0.3576744442718159,0,0,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True
SonderMind,1.42,2021-07-28,United States,Denver,Healthcare & Life Sciences,"Kickstart Fund, General Catalyst, Drive Capital",2021,7,2014,11,0.35065687161316933,0,0,1,3,1,0,False,False,True,False,True,False,False,False,False,False,True
Zhiyuan Robot,1.4,2025-05-30,China,Pudong,Industrials,"Tencent Venture Capital, BlueRun Ventures",2025,2,2023,2,0.3364722366212129,0,0,1,2,0,0,False,False,False,True,False,False,True,False,False,False,True
Rebellions,1.4,2025-07-28,South Korea,Seoul,Industrials,"WAED Ventures, Kakao Ventures, Samsung Ventures",2025,5,2020,5,0.3364722366212129,0,0,2,3,0,0,False,False,False,True,False,False,True,False,False,False,True
Route,1.4,2022-01-21,United States,Lehi,Enterprise Tech,"Album VC, Madrona Venture Group, Craft Ventures",2022,4,2018,7,0.3364722366212129,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
NIUM,1.4,2021-07-13,Singapore,Singapore,Financial Services,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",2021,7,2014,11,0.3364722366212129,0,0,2,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Fox Ess,1.4,2025-01-13,China,Wenzhou,Industrials,"Sparkedge Capital, Guotai Ruichengde Asset Management",2025,6,2019,6,0.3364722366212129,0,0,1,2,0,0,False,False,False,True,False,True,False,False,False,False,True
Aragen,1.4,2025-01-13,India,Hyderabad,Healthcare & Life Sciences,,2025,24,2001,24,0.3364722366212129,0,0,2,0,0,0,False,False,True,False,False,False,False,False,False,False,True
Amagi,1.4,2022-03-16,India,Bengaluru,Media & Entertainment,"Mayfield, Accel, Norwest Venture Partners",2022,14,2008,17,0.3364722366212129,0,0,2,3,1,1,False,False,False,False,False,False,False,False,False,False,True
Liquid Death,1.4,2024-03-11,United States,Santa Monica,Consumer & Retail,"Science Media, Live Nation Labs, Velvet Sea Ventures",2024,6,2018,7,0.3364722366212129,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Papa,1.4,2021-11-04,United States,Miami,Healthcare & Life Sciences,"Initialized Capital, Canaan Partners, Sound Ventures",2021,5,2016,9,0.3364722366212129,0,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Xpressbees,1.4,2022-02-09,India,Pune,Consumer & Retail,"Norwest Venture Partners, Investcorp, Blackstone",2022,10,2012,13,0.3364722366212129,0,0,2,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Figment,1.4,2021-12-20,Canada,Toronto,Financial Services,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2021,3,2018,7,0.3364722366212129,0,0,2,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Envoy,1.4,2022-01-11,United States,San Francisco,Enterprise Tech,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2022,9,2013,12,0.3364722366212129,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Deliverect,1.4,2022-01-24,Belgium,Ghent,Consumer & Retail,"Newion Partners, SmartFin Capital, OMERS Ventures",2022,4,2018,7,0.3364722366212129,0,0,3,3,0,1,False,False,False,False,False,True,False,False,False,False,True
SparkCognition,1.4,2022-01-25,United States,Austin,Enterprise Tech,"March Capital Partners, Temasek, Doha Venture Capital",2022,9,2013,12,0.3364722366212129,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Liquidity,1.4,2023-02-20,Israel,Tel Aviv,Financial Services,"MUFG Innovation Partners, Spark Capital",2023,6,2017,8,0.3364722366212129,1,0,2,2,0,1,False,True,False,False,False,True,False,False,False,False,True
Firebolt,1.4,2022-01-26,Israel,Tel Aviv,Enterprise Tech,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2022,3,2019,6,0.3364722366212129,1,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
AI21 Labs,1.4,2023-08-30,Israel,Tel Aviv,Enterprise Tech,"Walden Catalyst Ventures, Pitango Venture Capital, TPY Capital",2023,6,2017,8,0.3364722366212129,1,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Koudai,1.4,2014-10-23,China,Beijing,Consumer & Retail,"New Enterprise Associates, Tiger Global Management, Tencent",2014,4,2010,15,0.3364722366212129,1,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Symphony,1.4,2017-05-16,United States,New York,Financial Services,"BNP Paribas, Goldman Sachs, Google",2017,3,2014,11,0.3364722366212129,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Cabify,1.4,2018-01-22,Spain,Madrid,Industrials,"Seaya Ventures, Otter Rock Capital, Rakuten",2018,7,2011,14,0.3364722366212129,0,0,3,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Hive Box,1.4,2018-01-23,China,Shenzhen,Consumer & Retail,"Eastern Bell Capital, SF Holding Co, STO Express",2018,3,2015,10,0.3364722366212129,1,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Away,1.4,2019-05-15,United States,New York,Consumer & Retail,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2019,4,2015,10,0.3364722366212129,1,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Kong,2.0,2020-12-31,United States,San Francisco,Enterprise Tech,"New Enterprise Associates, CRV, Index Ventures",2020,13,2007,18,0.6931471805599453,1,1,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
Epidemic Sound,1.4,2021-03-11,Sweden,Stockholm,Media & Entertainment,"EQT Partners, Blackstone",2021,12,2009,16,0.3364722366212129,0,0,2,2,0,1,False,False,False,False,False,False,False,False,False,False,True
Yotpo,1.4,2021-03-18,United States,New York,Consumer & Retail,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2021,10,2011,14,0.3364722366212129,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
